!Energy loss rates of electrons, parameter < 0 if electrons lose energy, rate in [eV cm-3 s-1],
!tot - total rate, 
!rot      - H2 rotational excitation, only transitions with the same vibrational quantum nb,
!rot_pos  - H2 rotational excitation, electrons gain energy,
!vibr     - H2 ro-vibrational excitation (within the ground electronic state, including pure rotational transitions),
!vibr01   - H2 ro-vibrational excitation v = 0 -> 1 (within the ground electronic state),
!vibr_pos - H2 ro-vibrational excitation, electrons gain energy
!elec_s - H2 electronic states excitation (singlet),
!elec_t - H2 electronic states excitation (triplet),
!ion - molecule/atom ionization,
!hei - HeI excitation by electron impact
!mt - momentum transfer, 
!ecoul - Coulomb loses on electrons,
!ncoll - neutral heating rate due to collisions H2-H2, H2-He,
!ndiss - neutral heating rate due to H2 dissociation (two-step dissociation, triplet excitation), > 0
!H nuclei concentration [cm-3], nb of times,
! 2.000e+04      151    
!time(s)    tot         rot         rot_pos     vibr        vibr01      vibr_pos    elec_s      elec_t      ion         hei         mt          ecoul       ncoll       ndiss       
1.080e+05   -5.769e-07  -1.227e-07  1.761e-12   -5.252e-07  -3.568e-07  1.210e-11   -7.190e-14  -2.332e-09  -5.967e-17  -2.074e-29  -4.943e-08  0.000e+00   4.249e-11   1.847e-09   
1.166e+05   -5.319e-07  -1.130e-07  1.715e-12   -4.853e-07  -3.310e-07  1.204e-11   -2.056e-14  -1.340e-09  -8.089e-18  -1.387e-30  -4.527e-08  0.000e+00   4.467e-11   1.067e-09   
1.259e+05   -4.857e-07  -1.032e-07  1.652e-12   -4.438e-07  -3.039e-07  1.189e-11   -5.586e-15  -7.315e-10  -9.392e-19  -7.568e-32  -4.110e-08  0.000e+00   4.683e-11   5.882e-10   
1.359e+05   -4.385e-07  -9.326e-08  1.574e-12   -4.012e-07  -2.758e-07  1.166e-11   -1.477e-15  -3.774e-10  -9.212e-20  -3.227e-33  -3.695e-08  0.000e+00   4.896e-11   3.089e-10   
1.468e+05   -3.910e-07  -8.343e-08  1.481e-12   -3.579e-07  -2.468e-07  1.133e-11   -3.957e-16  -1.827e-10  -7.528e-21  -1.062e-34  -3.289e-08  0.000e+00   5.104e-11   1.550e-10   
1.585e+05   -3.437e-07  -7.384e-08  1.376e-12   -3.147e-07  -2.176e-07  1.091e-11   -1.113e-16  -8.244e-11  -5.044e-22  -2.628e-36  -2.898e-08  0.000e+00   5.304e-11   7.518e-11   
1.711e+05   -2.975e-07  -6.465e-08  1.262e-12   -2.722e-07  -1.887e-07  1.041e-11   -3.286e-17  -3.444e-11  -2.726e-23  -5.026e-38  -2.526e-08  0.000e+00   5.495e-11   3.649e-11   
1.848e+05   -2.534e-07  -5.603e-08  1.145e-12   -2.315e-07  -1.605e-07  9.840e-12   -9.756e-18  -1.327e-11  -1.190e-24  6.578e-38   -2.181e-08  0.000e+00   5.676e-11   1.892e-11   
1.995e+05   -2.122e-07  -4.814e-08  1.028e-12   -1.935e-07  -1.339e-07  9.215e-12   -2.754e-18  -4.740e-12  -4.027e-26  -6.337e-38  -1.867e-08  0.000e+00   5.846e-11   1.131e-11   
2.154e+05   -1.748e-07  -4.111e-08  9.156e-13   -1.590e-07  -1.095e-07  8.558e-12   -7.067e-19  -1.616e-12  -1.028e-27  1.529e-38   -1.588e-08  0.000e+00   6.004e-11   7.987e-12   
2.326e+05   -1.421e-07  -3.501e-08  8.122e-13   -1.286e-07  -8.777e-08  7.888e-12   -1.599e-19  -5.761e-13  -4.060e-29  -7.925e-39  -1.346e-08  0.000e+00   6.151e-11   6.356e-12   
2.512e+05   -1.142e-07  -2.985e-08  7.201e-13   -1.028e-07  -6.906e-08  7.226e-12   -3.121e-20  -2.522e-13  2.499e-29   1.356e-38   -1.142e-08  0.000e+00   6.287e-11   5.343e-12   
2.712e+05   -9.116e-08  -2.559e-08  6.405e-13   -8.145e-08  -5.345e-08  6.586e-12   -5.157e-21  -1.478e-13  -6.953e-31  -6.377e-40  -9.714e-09  0.000e+00   6.415e-11   4.563e-12   
2.929e+05   -7.269e-08  -2.213e-08  5.733e-13   -6.437e-08  -4.083e-08  5.979e-12   -7.092e-22  -1.050e-13  -6.527e-32  1.180e-42   -8.320e-09  0.000e+00   6.535e-11   3.896e-12   
3.162e+05   -5.815e-08  -1.934e-08  5.174e-13   -5.097e-08  -3.086e-08  5.411e-12   -7.973e-23  -7.996e-14  1.217e-32   9.590e-42   -7.186e-09  0.000e+00   6.649e-11   3.312e-12   
3.415e+05   -4.686e-08  -1.709e-08  4.710e-13   -4.059e-08  -2.311e-08  4.883e-12   -7.191e-24  -6.189e-14  3.715e-35   2.228e-43   -6.263e-09  0.000e+00   6.759e-11   2.803e-12   
3.687e+05   -3.811e-08  -1.526e-08  4.324e-13   -3.260e-08  -1.716e-08  4.395e-12   -5.099e-25  -4.792e-14  -1.345e-35  -1.357e-44  -5.507e-09  0.000e+00   6.866e-11   2.363e-12   
3.981e+05   -3.131e-08  -1.375e-08  3.999e-13   -2.643e-08  -1.260e-08  3.943e-12   -2.787e-26  -3.702e-14  -5.166e-29  -2.593e-38  -4.879e-09  0.000e+00   6.971e-11   1.988e-12   
4.299e+05   -2.599e-08  -1.249e-08  3.722e-13   -2.164e-08  -9.122e-09  3.527e-12   -8.931e-28  -2.853e-14  3.258e-28   1.648e-37   -4.352e-09  0.000e+00   7.075e-11   1.670e-12   
4.642e+05   -2.181e-08  -1.142e-08  3.481e-13   -1.790e-08  -6.480e-09  3.142e-12   -5.603e-29  -2.195e-14  -2.927e-29  -1.529e-38  -3.902e-09  0.000e+00   7.178e-11   1.402e-12   
5.012e+05   -1.849e-08  -1.048e-08  3.269e-13   -1.498e-08  -4.491e-09  2.788e-12   -1.896e-30  -1.685e-14  5.336e-30   2.294e-39   -3.514e-09  0.000e+00   7.281e-11   1.176e-12   
5.412e+05   -1.586e-08  -9.665e-09  3.079e-13   -1.268e-08  -3.018e-09  2.463e-12   2.273e-30   -1.291e-14  2.921e-30   1.740e-39   -3.173e-09  0.000e+00   7.385e-11   9.851e-13   
5.843e+05   -1.376e-08  -8.935e-09  2.907e-13   -1.089e-08  -1.952e-09  2.165e-12   -3.245e-32  -9.869e-15  7.911e-33   -3.200e-41  -2.872e-09  0.000e+00   7.490e-11   8.232e-13   
6.310e+05   -1.208e-08  -8.274e-09  2.749e-13   -9.478e-09  -1.206e-09  1.892e-12   -1.336e-29  -7.514e-15  -1.925e-29  -9.559e-39  -2.601e-09  0.000e+00   7.596e-11   6.857e-13   
6.813e+05   -1.072e-08  -7.666e-09  2.600e-13   -8.370e-09  -7.054e-10  1.643e-12   -2.138e-30  -5.692e-15  -1.970e-30  -6.580e-40  -2.354e-09  0.000e+00   7.702e-11   5.686e-13   
7.356e+05   -9.613e-09  -7.098e-09  2.460e-13   -7.485e-09  -3.877e-10  1.418e-12   1.514e-29   -4.285e-15  1.816e-29   9.491e-39   -2.128e-09  0.000e+00   7.810e-11   4.688e-13   
7.943e+05   -8.678e-09  -6.562e-09  2.327e-13   -6.759e-09  -1.983e-10  1.215e-12   1.974e-30   -3.204e-15  2.078e-30   9.657e-40   -1.919e-09  0.000e+00   7.918e-11   3.840e-13   
8.577e+05   -7.866e-09  -6.050e-09  2.199e-13   -6.142e-09  -9.364e-11  1.034e-12   -6.078e-30  -2.377e-15  -7.218e-30  -3.661e-39  -1.724e-09  0.000e+00   8.027e-11   3.122e-13   
9.261e+05   -7.138e-09  -5.557e-09  2.075e-13   -5.597e-09  -4.047e-11  8.753e-13   -2.784e-29  -1.749e-15  -3.388e-29  -1.724e-38  -1.542e-09  0.000e+00   8.136e-11   2.518e-13   
