!Rates of dissociations/excitations for each of the electronic states [cm-3 s-1],
!total - rate of excitation to all H2 electronic states (WITH excitations to dissociation continuum);
!Electronic states: B, C, Bp, D, EF, Bpp, Dp, b, a, c, d
!Parameters: 1. excitation (no direct dissociation); 2. direct dissociation; 3. two-step dissociation
!H nuclei concentration [cm-3], nb of times,
! 2.000e+04      151    
!time(s)    total       B1Su_1      B1Su_2      B1Su_3        C1Pu_1      C1Pu_2      C1Pu_3        Bp1Su_1     Bp1Su_2     Bp1Su_3       D1Pu_1      D1Pu_2      D1Pu_3        EF1Sg_1     EF1Sg_2     EF1Sg_3       Bpp1Su_1    Bpp1Su_2    Bpp1Su_3      Dp1Pu_1     Dp1Pu_2     Dp1Pu_3       b3Su_1      b3Su_2      b3Su_3        a3Sg_1      a3Sg_2      a3Sg_3        c3Pu_1      c3Pu_2      c3Pu_3        d3Pu_1      d3Pu_2      d3Pu_3        triplet_1   triplet_2   triplet_3     
1.359e+03   4.690e-06   1.743e-06   7.625e-09   4.460e-07     1.673e-06   2.016e-08   3.275e-08     1.764e-07   1.061e-07   3.379e-09     2.340e-07   3.573e-09   2.497e-09     1.953e-07   2.055e-09   1.086e-08     4.633e-08   0.000e+00   0.000e+00     1.344e-07   0.000e+00   0.000e+00     0.000e+00   2.263e-07   0.000e+00     3.922e-08   0.000e+00   0.000e+00     6.717e-08   0.000e+00   0.000e+00     1.544e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.468e+03   4.658e-06   1.723e-06   7.497e-09   4.405e-07     1.649e-06   1.981e-08   3.225e-08     1.740e-07   1.044e-07   3.329e-09     2.300e-07   3.500e-09   2.451e-09     1.949e-07   2.053e-09   1.084e-08     4.571e-08   0.000e+00   0.000e+00     1.321e-07   0.000e+00   0.000e+00     0.000e+00   2.416e-07   0.000e+00     4.219e-08   0.000e+00   0.000e+00     7.161e-08   0.000e+00   0.000e+00     1.642e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.585e+03   4.620e-06   1.701e-06   7.355e-09   4.343e-07     1.622e-06   1.943e-08   3.169e-08     1.714e-07   1.026e-07   3.273e-09     2.256e-07   3.420e-09   2.400e-09     1.943e-07   2.048e-09   1.081e-08     4.501e-08   0.000e+00   0.000e+00     1.296e-07   0.000e+00   0.000e+00     0.000e+00   2.580e-07   0.000e+00     4.539e-08   0.000e+00   0.000e+00     7.636e-08   0.000e+00   0.000e+00     1.746e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.711e+03   4.577e-06   1.675e-06   7.198e-09   4.274e-07     1.591e-06   1.901e-08   3.108e-08     1.684e-07   1.005e-07   3.211e-09     2.207e-07   3.333e-09   2.344e-09     1.935e-07   2.042e-09   1.077e-08     4.422e-08   0.000e+00   0.000e+00     1.268e-07   0.000e+00   0.000e+00     0.000e+00   2.755e-07   0.000e+00     4.882e-08   0.000e+00   0.000e+00     8.142e-08   0.000e+00   0.000e+00     1.856e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.848e+03   4.527e-06   1.647e-06   7.025e-09   4.196e-07     1.558e-06   1.855e-08   3.040e-08     1.651e-07   9.824e-08   3.142e-09     2.154e-07   3.238e-09   2.283e-09     1.925e-07   2.033e-09   1.072e-08     4.335e-08   0.000e+00   0.000e+00     1.237e-07   0.000e+00   0.000e+00     0.000e+00   2.942e-07   0.000e+00     5.249e-08   0.000e+00   0.000e+00     8.678e-08   0.000e+00   0.000e+00     1.973e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.995e+03   4.470e-06   1.615e-06   6.835e-09   4.109e-07     1.521e-06   1.804e-08   2.965e-08     1.614e-07   9.574e-08   3.066e-09     2.096e-07   3.135e-09   2.216e-09     1.912e-07   2.022e-09   1.065e-08     4.238e-08   0.000e+00   0.000e+00     1.203e-07   0.000e+00   0.000e+00     0.000e+00   3.141e-07   0.000e+00     5.642e-08   0.000e+00   0.000e+00     9.244e-08   0.000e+00   0.000e+00     2.095e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.154e+03   4.406e-06   1.579e-06   6.626e-09   4.012e-07     1.480e-06   1.748e-08   2.882e-08     1.573e-07   9.298e-08   2.983e-09     2.032e-07   3.024e-09   2.143e-09     1.895e-07   2.007e-09   1.057e-08     4.130e-08   0.000e+00   0.000e+00     1.166e-07   0.000e+00   0.000e+00     0.000e+00   3.352e-07   0.000e+00     6.058e-08   0.000e+00   0.000e+00     9.836e-08   0.000e+00   0.000e+00     2.223e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.326e+03   4.333e-06   1.539e-06   6.399e-09   3.904e-07     1.435e-06   1.688e-08   2.791e-08     1.527e-07   8.997e-08   2.890e-09     1.963e-07   2.904e-09   2.064e-09     1.874e-07   1.988e-09   1.046e-08     4.011e-08   0.000e+00   0.000e+00     1.126e-07   0.000e+00   0.000e+00     0.000e+00   3.574e-07   0.000e+00     6.498e-08   0.000e+00   0.000e+00     1.045e-07   0.000e+00   0.000e+00     2.354e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.512e+03   4.250e-06   1.495e-06   6.151e-09   3.785e-07     1.387e-06   1.622e-08   2.693e-08     1.478e-07   8.668e-08   2.790e-09     1.888e-07   2.775e-09   1.979e-09     1.850e-07   1.966e-09   1.033e-08     3.880e-08   0.000e+00   0.000e+00     1.083e-07   0.000e+00   0.000e+00     0.000e+00   3.807e-07   0.000e+00     6.959e-08   0.000e+00   0.000e+00     1.109e-07   0.000e+00   0.000e+00     2.487e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.712e+03   4.158e-06   1.446e-06   5.884e-09   3.655e-07     1.333e-06   1.551e-08   2.585e-08     1.423e-07   8.311e-08   2.680e-09     1.807e-07   2.637e-09   1.887e-09     1.820e-07   1.938e-09   1.017e-08     3.736e-08   0.000e+00   0.000e+00     1.036e-07   0.000e+00   0.000e+00     0.000e+00   4.049e-07   0.000e+00     7.438e-08   0.000e+00   0.000e+00     1.173e-07   0.000e+00   0.000e+00     2.621e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.929e+03   4.054e-06   1.393e-06   5.596e-09   3.512e-07     1.276e-06   1.476e-08   2.470e-08     1.364e-07   7.926e-08   2.561e-09     1.720e-07   2.491e-09   1.789e-09     1.785e-07   1.904e-09   9.985e-09     3.580e-08   0.000e+00   0.000e+00     9.861e-08   0.000e+00   0.000e+00     0.000e+00   4.298e-07   0.000e+00     7.932e-08   0.000e+00   0.000e+00     1.238e-07   0.000e+00   0.000e+00     2.753e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.162e+03   3.940e-06   1.334e-06   5.289e-09   3.357e-07     1.214e-06   1.395e-08   2.345e-08     1.300e-07   7.514e-08   2.434e-09     1.628e-07   2.337e-09   1.686e-09     1.744e-07   1.864e-09   9.764e-09     3.412e-08   0.000e+00   0.000e+00     9.328e-08   0.000e+00   0.000e+00     0.000e+00   4.551e-07   0.000e+00     8.433e-08   0.000e+00   0.000e+00     1.302e-07   0.000e+00   0.000e+00     2.879e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.415e+03   3.814e-06   1.271e-06   4.963e-09   3.190e-07     1.148e-06   1.310e-08   2.213e-08     1.231e-07   7.075e-08   2.298e-09     1.530e-07   2.177e-09   1.576e-09     1.697e-07   1.818e-09   9.508e-09     3.231e-08   0.000e+00   0.000e+00     8.764e-08   0.000e+00   0.000e+00     0.000e+00   4.805e-07   0.000e+00     8.933e-08   0.000e+00   0.000e+00     1.363e-07   0.000e+00   0.000e+00     2.997e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.687e+03   3.676e-06   1.203e-06   4.621e-09   3.011e-07     1.078e-06   1.220e-08   2.073e-08     1.157e-07   6.613e-08   2.153e-09     1.428e-07   2.010e-09   1.462e-09     1.643e-07   1.764e-09   9.212e-09     3.038e-08   0.000e+00   0.000e+00     8.172e-08   0.000e+00   0.000e+00     0.000e+00   5.056e-07   0.000e+00     9.423e-08   0.000e+00   0.000e+00     1.420e-07   0.000e+00   0.000e+00     3.102e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.981e+03   3.526e-06   1.131e-06   4.265e-09   2.821e-07     1.005e-06   1.127e-08   1.927e-08     1.080e-07   6.129e-08   2.002e-09     1.321e-07   1.839e-09   1.345e-09     1.582e-07   1.702e-09   8.877e-09     2.835e-08   0.000e+00   0.000e+00     7.558e-08   0.000e+00   0.000e+00     0.000e+00   5.297e-07   0.000e+00     9.890e-08   0.000e+00   0.000e+00     1.471e-07   0.000e+00   0.000e+00     3.190e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
4.299e+03   3.364e-06   1.055e-06   3.899e-09   2.622e-07     9.285e-07   1.032e-08   1.775e-08     9.994e-08   5.629e-08   1.845e-09     1.212e-07   1.666e-09   1.224e-09     1.514e-07   1.632e-09   8.500e-09     2.623e-08   0.000e+00   0.000e+00     6.926e-08   0.000e+00   0.000e+00     0.000e+00   5.522e-07   0.000e+00     1.032e-07   0.000e+00   0.000e+00     1.514e-07   0.000e+00   0.000e+00     3.255e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
4.642e+03   3.192e-06   9.750e-07   3.525e-09   2.415e-07     8.501e-07   9.346e-09   1.620e-08     9.160e-08   5.117e-08   1.683e-09     1.100e-07   1.492e-09   1.103e-09     1.440e-07   1.554e-09   8.082e-09     2.404e-08   0.000e+00   0.000e+00     6.284e-08   0.000e+00   0.000e+00     0.000e+00   5.725e-07   0.000e+00     1.069e-07   0.000e+00   0.000e+00     1.546e-07   0.000e+00   0.000e+00     3.294e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.012e+03   3.009e-06   8.929e-07   3.151e-09   2.203e-07     7.705e-07   8.370e-09   1.462e-08     8.308e-08   4.600e-08   1.519e-09     9.882e-08   1.319e-09   9.812e-10     1.359e-07   1.468e-09   7.623e-09     2.180e-08   0.000e+00   0.000e+00     5.638e-08   0.000e+00   0.000e+00     0.000e+00   5.898e-07   0.000e+00     1.100e-07   0.000e+00   0.000e+00     1.566e-07   0.000e+00   0.000e+00     3.301e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.412e+03   2.818e-06   8.093e-07   2.780e-09   1.988e-07     6.906e-07   7.404e-09   1.305e-08     7.451e-08   4.085e-08   1.355e-09     8.770e-08   1.151e-09   8.618e-10     1.272e-07   1.374e-09   7.128e-09     1.954e-08   0.000e+00   0.000e+00     4.998e-08   0.000e+00   0.000e+00     0.000e+00   6.033e-07   0.000e+00     1.122e-07   0.000e+00   0.000e+00     1.571e-07   0.000e+00   0.000e+00     3.272e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.843e+03   2.619e-06   7.254e-07   2.418e-09   1.773e-07     6.116e-07   6.462e-09   1.150e-08     6.599e-08   3.580e-08   1.194e-09     7.683e-08   9.899e-10   7.463e-10     1.180e-07   1.273e-09   6.601e-09     1.731e-08   0.000e+00   0.000e+00     4.373e-08   0.000e+00   0.000e+00     0.000e+00   6.122e-07   0.000e+00     1.133e-07   0.000e+00   0.000e+00     1.559e-07   0.000e+00   0.000e+00     3.206e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
6.310e+03   2.416e-06   6.423e-07   2.071e-09   1.561e-07     5.346e-07   5.557e-09   9.997e-09     5.767e-08   3.092e-08   1.037e-09     6.636e-08   8.376e-10   6.363e-10     1.083e-07   1.167e-09   6.048e-09     1.512e-08   0.000e+00   0.000e+00     3.772e-08   0.000e+00   0.000e+00     0.000e+00   6.158e-07   0.000e+00     1.132e-07   0.000e+00   0.000e+00     1.530e-07   0.000e+00   0.000e+00     3.100e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
6.813e+03   2.210e-06   5.614e-07   1.745e-09   1.356e-07     4.609e-07   4.705e-09   8.565e-09     4.968e-08   2.630e-08   8.869e-10     5.646e-08   6.965e-10   5.335e-10     9.842e-08   1.057e-09   5.477e-09     1.302e-08   0.000e+00   0.000e+00     3.204e-08   0.000e+00   0.000e+00     0.000e+00   6.136e-07   0.000e+00     1.117e-07   0.000e+00   0.000e+00     1.482e-07   0.000e+00   0.000e+00     2.954e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
7.356e+03   2.003e-06   4.840e-07   1.444e-09   1.161e-07     3.915e-07   3.916e-09   7.224e-09     4.213e-08   2.199e-08   7.466e-10     4.727e-08   5.685e-10   4.394e-10     8.838e-08   9.448e-10   4.898e-09     1.103e-08   0.000e+00   0.000e+00     2.677e-08   0.000e+00   0.000e+00     0.000e+00   6.052e-07   0.000e+00     1.089e-07   0.000e+00   0.000e+00     1.416e-07   0.000e+00   0.000e+00     2.772e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
7.943e+03   1.800e-06   4.112e-07   1.172e-09   9.790e-08     3.273e-07   3.201e-09   5.992e-09     3.515e-08   1.806e-08   6.177e-10     3.890e-08   4.548e-10   3.550e-10     7.838e-08   8.322e-10   4.320e-09     9.199e-09   0.000e+00   0.000e+00     2.198e-08   0.000e+00   0.000e+00     0.000e+00   5.905e-07   0.000e+00     1.047e-07   0.000e+00   0.000e+00     1.334e-07   0.000e+00   0.000e+00     2.559e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
8.577e+03   1.602e-06   3.440e-07   9.325e-10   8.122e-08     2.692e-07   2.567e-09   4.885e-09     2.881e-08   1.456e-08   5.018e-10     3.143e-08   3.561e-10   2.809e-10     6.858e-08   7.217e-10   3.756e-09     7.535e-09   0.000e+00   0.000e+00     1.772e-08   0.000e+00   0.000e+00     0.000e+00   5.696e-07   0.000e+00     9.921e-08   0.000e+00   0.000e+00     1.237e-07   0.000e+00   0.000e+00     2.319e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
9.261e+03   1.412e-06   2.833e-07   7.259e-10   6.626e-08     2.176e-07   2.017e-09   3.909e-09     2.319e-08   1.150e-08   4.000e-10     2.491e-08   2.726e-10   2.176e-10     5.917e-08   6.154e-10   3.215e-09     6.058e-09   0.000e+00   0.000e+00     1.400e-08   0.000e+00   0.000e+00     0.000e+00   5.429e-07   0.000e+00     9.252e-08   0.000e+00   0.000e+00     1.128e-07   0.000e+00   0.000e+00     2.063e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.000e+04   1.233e-06   2.294e-07   5.524e-10   5.311e-08     1.727e-07   1.552e-09   3.070e-09     1.831e-08   8.892e-09   3.124e-10     1.935e-08   2.038e-10   1.647e-10     5.030e-08   5.155e-10   2.707e-09     4.777e-09   0.000e+00   0.000e+00     1.085e-08   0.000e+00   0.000e+00     0.000e+00   5.113e-07   0.000e+00     8.486e-08   0.000e+00   0.000e+00     1.010e-07   0.000e+00   0.000e+00     1.798e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.080e+04   1.066e-06   1.827e-07   4.105e-10   4.182e-08     1.347e-07   1.168e-09   2.364e-09     1.417e-08   6.729e-09   2.390e-10     1.473e-08   1.485e-10   1.217e-10     4.209e-08   4.237e-10   2.240e-09     3.692e-09   0.000e+00   0.000e+00     8.226e-09   0.000e+00   0.000e+00     0.000e+00   4.757e-07   0.000e+00     7.649e-08   0.000e+00   0.000e+00     8.890e-08   0.000e+00   0.000e+00     1.534e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.166e+04   9.124e-07   1.431e-07   2.977e-10   3.233e-08     1.031e-07   8.593e-10   1.784e-09     1.075e-08   4.978e-09   1.789e-10     1.097e-08   1.055e-10   8.777e-11     3.466e-08   3.412e-10   1.820e-09     2.794e-09   0.000e+00   0.000e+00     6.104e-09   0.000e+00   0.000e+00     0.000e+00   4.371e-07   0.000e+00     6.772e-08   0.000e+00   0.000e+00     7.677e-08   0.000e+00   0.000e+00     1.281e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.259e+04   7.741e-07   1.101e-07   2.104e-10   2.454e-08     7.739e-08   6.177e-10   1.319e-09     7.981e-09   3.599e-09   1.310e-10     8.001e-09   7.292e-11   6.169e-11     2.806e-08   2.691e-10   1.452e-09     2.071e-09   0.000e+00   0.000e+00     4.429e-09   0.000e+00   0.000e+00     0.000e+00   3.969e-07   0.000e+00     5.885e-08   0.000e+00   0.000e+00     6.503e-08   0.000e+00   0.000e+00     1.046e-08   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.359e+04   6.509e-07   8.335e-08   1.450e-10   1.828e-08     5.703e-08   4.337e-10   9.562e-10     5.805e-09   2.541e-09   9.383e-11     5.707e-09   4.904e-11   4.224e-11     2.233e-08   2.075e-10   1.136e-09     1.502e-09   0.000e+00   0.000e+00     3.143e-09   0.000e+00   0.000e+00     0.000e+00   3.562e-07   0.000e+00     5.017e-08   0.000e+00   0.000e+00     5.401e-08   0.000e+00   0.000e+00     8.336e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.468e+04   5.428e-07   6.202e-08   9.730e-11   1.337e-08     4.125e-08   2.973e-10   6.790e-10     4.133e-09   1.752e-09   6.569e-11     3.982e-09   3.206e-11   2.817e-11     1.746e-08   1.564e-10   8.708e-10     1.066e-09   0.000e+00   0.000e+00     2.180e-09   0.000e+00   0.000e+00     0.000e+00   3.160e-07   0.000e+00     4.195e-08   0.000e+00   0.000e+00     4.396e-08   0.000e+00   0.000e+00     6.488e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.585e+04   4.493e-07   4.539e-08   6.360e-11   9.605e-09     2.929e-08   1.990e-10   4.725e-10     2.880e-09   1.180e-09   4.496e-11     2.717e-09   2.036e-11   1.828e-11     1.340e-08   1.151e-10   6.541e-10     7.399e-10   0.000e+00   0.000e+00     1.477e-09   0.000e+00   0.000e+00     0.000e+00   2.774e-07   0.000e+00     3.439e-08   0.000e+00   0.000e+00     3.507e-08   0.000e+00   0.000e+00     4.927e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.711e+04   3.693e-07   3.268e-08   4.048e-11   6.774e-09     2.042e-08   1.300e-10   3.223e-10     1.965e-09   7.754e-10   3.007e-11     1.813e-09   1.257e-11   1.155e-11     1.009e-08   8.258e-11   4.811e-10     5.023e-10   0.000e+00   0.000e+00     9.787e-10   0.000e+00   0.000e+00     0.000e+00   2.411e-07   0.000e+00     2.763e-08   0.000e+00   0.000e+00     2.740e-08   0.000e+00   0.000e+00     3.648e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.848e+04   3.016e-07   2.315e-08   2.508e-11   4.692e-09     1.397e-08   8.295e-11   2.155e-10     1.312e-09   4.974e-10   1.965e-11     1.184e-09   7.530e-12   7.093e-12     7.453e-09   5.772e-11   3.462e-10     3.335e-10   0.000e+00   0.000e+00     6.334e-10   0.000e+00   0.000e+00     0.000e+00   2.076e-07   0.000e+00     2.174e-08   0.000e+00   0.000e+00     2.097e-08   0.000e+00   0.000e+00     2.633e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
1.995e+04   2.450e-07   1.613e-08   1.513e-11   3.191e-09     9.384e-09   5.163e-11   1.412e-10     8.568e-10   3.113e-10   1.255e-11     7.554e-10   4.379e-12   4.238e-12     5.395e-09   3.926e-11   2.436e-10     2.164e-10   0.000e+00   0.000e+00     4.004e-10   0.000e+00   0.000e+00     0.000e+00   1.772e-07   0.000e+00     1.676e-08   0.000e+00   0.000e+00     1.571e-08   0.000e+00   0.000e+00     1.851e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.154e+04   1.981e-07   1.105e-08   8.880e-12   2.129e-09     6.185e-09   3.135e-11   9.066e-11     5.472e-10   1.900e-10   7.820e-12     4.711e-10   2.470e-12   2.460e-12     3.824e-09   2.596e-11   1.674e-10     1.371e-10   0.000e+00   0.000e+00     2.471e-10   0.000e+00   0.000e+00     0.000e+00   1.500e-07   0.000e+00     1.265e-08   0.000e+00   0.000e+00     1.152e-08   0.000e+00   0.000e+00     1.267e-09   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.326e+04   1.595e-07   7.445e-09   5.068e-12   1.394e-09     3.997e-09   1.855e-11   5.700e-11     3.414e-10   1.130e-10   4.754e-12     2.868e-10   1.351e-12   1.387e-12     2.651e-09   1.665e-11   1.123e-10     8.479e-11   0.000e+00   0.000e+00     1.487e-10   0.000e+00   0.000e+00     0.000e+00   1.259e-07   0.000e+00     9.335e-09   0.000e+00   0.000e+00     8.264e-09   0.000e+00   0.000e+00     8.430e-10   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.512e+04   1.279e-07   4.925e-09   2.809e-12   8.938e-10     2.530e-09   1.069e-11   3.505e-11     2.079e-10   6.544e-11   2.815e-12     1.704e-10   7.147e-13   7.579e-13     1.795e-09   1.035e-11   7.342e-11     5.110e-11   0.000e+00   0.000e+00     8.721e-11   0.000e+00   0.000e+00     0.000e+00   1.050e-07   0.000e+00     6.735e-09   0.000e+00   0.000e+00     5.792e-09   0.000e+00   0.000e+00     5.449e-10   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.712e+04   1.022e-07   3.197e-09   1.510e-12   5.608e-10     1.566e-09   5.984e-12   2.106e-11     1.233e-10   3.682e-11   1.622e-12     9.853e-11   3.654e-13   4.010e-13     1.186e-09   6.216e-12   4.671e-11     2.996e-11   0.000e+00   0.000e+00     4.973e-11   0.000e+00   0.000e+00     0.000e+00   8.687e-08   0.000e+00     4.745e-09   0.000e+00   0.000e+00     3.964e-09   0.000e+00   0.000e+00     3.416e-10   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
2.929e+04   8.141e-08   2.034e-09   7.861e-13   3.437e-10     9.468e-10   3.251e-12   1.234e-11     7.113e-11   2.009e-11   9.068e-13     5.539e-11   1.801e-13   2.049e-13     7.627e-10   3.603e-12   2.886e-11     1.705e-11   0.000e+00   0.000e+00     2.752e-11   0.000e+00   0.000e+00     0.000e+00   7.135e-08   0.000e+00     3.260e-09   0.000e+00   0.000e+00     2.645e-09   0.000e+00   0.000e+00     2.074e-10   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.162e+04   6.460e-08   1.266e-09   3.952e-13   2.053e-10     5.577e-10   1.710e-12   7.036e-12     3.982e-11   1.061e-11   4.911e-13     3.020e-11   8.536e-14   1.009e-13     4.766e-10   2.009e-12   1.729e-11     9.402e-12   0.000e+00   0.000e+00     1.475e-11   0.000e+00   0.000e+00     0.000e+00   5.817e-08   0.000e+00     2.182e-09   0.000e+00   0.000e+00     1.718e-09   0.000e+00   0.000e+00     1.217e-10   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.415e+04   5.105e-08   7.696e-10   1.914e-13   1.193e-10     3.194e-10   8.678e-13   3.896e-12     2.158e-11   5.407e-12   2.569e-13     1.593e-11   3.878e-14   4.771e-14     2.887e-10   1.075e-12   1.002e-11     5.008e-12   0.000e+00   0.000e+00     7.636e-12   0.000e+00   0.000e+00     0.000e+00   4.704e-08   0.000e+00     1.420e-09   0.000e+00   0.000e+00     1.085e-09   0.000e+00   0.000e+00     6.883e-11   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.687e+04   4.015e-08   4.563e-10   8.900e-14   6.730e-11     1.774e-10   4.240e-13   2.089e-12     1.129e-11   2.651e-12   1.295e-13     8.106e-12   1.683e-14   2.160e-14     1.691e-10   5.502e-13   5.600e-12     2.569e-12   0.000e+00   0.000e+00     3.805e-12   0.000e+00   0.000e+00     0.000e+00   3.772e-08   0.000e+00     8.966e-10   0.000e+00   0.000e+00     6.652e-10   0.000e+00   0.000e+00     3.743e-11   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
3.981e+04   3.141e-08   2.634e-10   3.962e-14   3.673e-11     9.527e-11   1.987e-13   1.082e-12     5.680e-12   1.247e-12   6.262e-14     3.966e-12   6.947e-15   9.323e-15     9.556e-11   2.684e-13   3.010e-12     1.265e-12   0.000e+00   0.000e+00     1.820e-12   0.000e+00   0.000e+00     0.000e+00   2.997e-08   0.000e+00     5.485e-10   0.000e+00   0.000e+00     3.947e-10   0.000e+00   0.000e+00     1.952e-11   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
4.299e+04   2.440e-08   1.476e-10   1.682e-14   1.934e-11     4.932e-11   8.901e-14   5.392e-13     2.741e-12   5.603e-13   2.897e-14     1.859e-12   2.717e-15   3.823e-15     5.191e-11   1.244e-13   1.552e-12     5.957e-13   0.000e+00   0.000e+00     8.319e-13   0.000e+00   0.000e+00     0.000e+00   2.358e-08   0.000e+00     3.242e-10   0.000e+00   0.000e+00     2.263e-10   0.000e+00   0.000e+00     9.727e-12   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
4.642e+04   1.880e-08   8.023e-11   6.782e-15   9.794e-12     2.453e-11   3.796e-14   2.578e-13     1.263e-12   2.397e-13   1.277e-14     8.322e-13   1.002e-15   1.482e-15     2.702e-11   5.451e-14   7.643e-13     2.672e-13   0.000e+00   0.000e+00     3.622e-13   0.000e+00   0.000e+00     0.000e+00   1.835e-08   0.000e+00     1.847e-10   0.000e+00   0.000e+00     1.250e-10   0.000e+00   0.000e+00     4.615e-12   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.012e+04   1.434e-08   4.216e-11   2.586e-15   4.754e-12     1.168e-11   1.535e-14   1.177e-13     5.539e-13   9.714e-14   5.340e-15     3.540e-13   3.463e-16   5.404e-16     1.343e-11   2.251e-14   3.582e-13     1.137e-13   0.000e+00   0.000e+00     1.495e-13   0.000e+00   0.000e+00     0.000e+00   1.410e-08   0.000e+00     1.012e-10   0.000e+00   0.000e+00     6.635e-11   0.000e+00   0.000e+00     2.076e-12   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.412e+04   1.082e-08   2.138e-11   9.286e-16   2.203e-12     5.305e-12   5.856e-15   5.115e-14     2.300e-13   3.715e-14   2.109e-15     1.425e-13   1.117e-16   1.845e-16     6.351e-12   8.711e-15   1.592e-13     4.565e-14   0.000e+00   0.000e+00     5.823e-14   0.000e+00   0.000e+00     0.000e+00   1.069e-08   0.000e+00     5.310e-11   0.000e+00   0.000e+00     3.374e-11   0.000e+00   0.000e+00     8.820e-13   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
5.843e+04   8.046e-09   1.043e-11   3.125e-16   9.713e-13     2.287e-12   2.098e-15   2.104e-14     8.998e-14   1.333e-14   7.824e-16     5.404e-14   3.339e-17   5.859e-17     2.845e-12   3.145e-15   6.670e-14     1.721e-14   0.000e+00   0.000e+00     2.129e-14   0.000e+00   0.000e+00     0.000e+00   7.987e-09   0.000e+00     2.662e-11   0.000e+00   0.000e+00     1.639e-11   0.000e+00   0.000e+00     3.520e-13   0.000e+00   0.000e+00     0.000e+00   0.000e+00   0.000e+00     
